"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","",""
"485","252","252-01-00001-807","BRIDGE UNIT,PILOT HO ","UNIT      ","BRIDGE            ","   ","104945","970184","8","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-808","BRIDGE UNIT, CCS,    ","UNIT      ","BRIDGE            ","   ","104945","970184","9","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-809","CONTROL UNIT, JET    ","UNIT      ","CONTROL           ","   ","104945","970184","10","0","2","0","2","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-810","PANEL, INDICATION    ","PANEL     ","INDICATION        ","   ","104945","970184","11","0","4","0","4","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-811","CONTROL PANEL, BACKU ","PANEL     ","CONTROL           ","   ","104945","970184","12","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-812","TILLER, STEERING     ","TILLER    ","STEERING          ","   ","104945","970184","13","0","2","0","2","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-814","STATION I/O UNIT #1, ","UNIT      ","I/O               ","   ","104945","970184","14","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-816","CABLE FOR HAND HELD  ","CABLE     ","                  ","   ","104945","970184","15","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-817","HAND HELD TERMINAL R ","TERMINAL  ","                  ","   ","104945","970184","16","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-818","FEED BACK TRANSMITTE ","TRANSMITTE","FEED BACK         ","   ","104945","970184","17","0","4","0","4","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-819","CONTROL UNIT, LOCAL  ","UNIT      ","                  ","   ","104945","970184","18","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-820","STATION IO UNITS #3, ","UNIT      ","STATION           ","   ","104945","970184","19","0","2","0","2","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-822","CONNECTOR, MALE      ","CONNECTOR ","MALE              ","   ","104945","970184","20","0","40","0","40","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-824","CONNECTOR            ","CONNECTOR ","                  ","   ","104945","970184","21","0","10","0","10","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-825","MOUNTING TOOL        ","TOOLS     ","MOUNTING          ","   ","104945","970184","22","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-826","CRIMPER TOOL         ","TOOLS     ","CRIMPER           ","   ","104945","970184","23","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104945","970184","24","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104945","970184","25","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"485","252","252-01-00001-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104945","970184","26","0","1","0","1","0","01/05/2018","8","         ","            ","","",""
"SWBS: ","252","252M - MACH CONTROL","STATIONS          ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 252 :        ","840","","","","","","","",""
"485","256","    256-03-H0001","FLEX HOSE ASSY, 1-3/ ","ASSEMBLY  ","HOSE              ","   ","100904","687672","1","3118.44","4","0","4","12473.76","08/24/2017","8","         ","            ","","",""
"485","256","256-03-H0001-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","687672","2","0","4","0","4","0","08/24/2017","8","         ","            ","","",""
"485","256","    256-03-H0002","FLEX HOSE ASSY, 2-3/ ","ASSEMBLY  ","HOSE              ","   ","100904","687672","3","5509.47","4","0","4","22037.88","08/24/2017","8","         ","            ","","",""
"485","256","256-03-H0002-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","687672","4","0","4","0","4","0","08/24/2017","8","         ","            ","","",""
"485","256","    256-03-H0003","FLEX HOSE ASSY, 6"" D ","ASSEMBLY  ","HOSE              ","   ","100904","687672","5","1639.13","4","0","4","6556.52","08/24/2017","8","         ","            ","","",""
"485","256","256-03-H0003-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","100904","687672","6","0","4","0","4","0","08/24/2017","8","         ","            ","","",""
"485","256","    256-01-V0040","VALVE, GATE, 1-1/2 I ","VALVE     ","GATE              ","   ","103936","930808","1","926","12","0","12","11112","12/01/2017","1","         ","            ","","",""
"485","256","256-01-V0040-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103936","930808","3","0","1","0","1","0","12/01/2017","1","         ","            ","","",""
"485","256","    256-01-19B-1","ORIFICE PLATE, 6"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","1","30.49","1","0","1","30.49","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-19B-2","ORIFICE PLATE, 6"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","2","30.49","1","0","1","30.49","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-3-1-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","3","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-3-2-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","4","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-4-1-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","5","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-4-2-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","6","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1A-00","ORIFICE PLATE, 1/2"", ","PLATE     ","ORIFICE           ","   ","105206","941001","7","21.11","1","0","1","21.11","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1B-00","ORIFICE PLATE, 1/2"", ","PLATE     ","ORIFICE           ","   ","105206","941001","8","21.11","1","0","1","21.11","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1-1-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","15","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1-2-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","16","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1-3-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","17","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1A-1-","ORIFICE PLATE, 3"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","18","24","1","0","1","24","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1A-2-","ORIFICE PLATE, 3"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","19","24","1","0","1","24","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1B-1-","ORIFICE PLATE, 3"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","20","24","1","0","1","24","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-1B-2-","ORIFICE PLATE, 3"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","21","24","1","0","1","24","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-20A-1","ORIFICE PLATE, 5"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","29","29.14","1","0","1","29.14","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-20A-2","ORIFICE PLATE, 5"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","30","29.14","1","0","1","29.14","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-2B-1-","ORIFICE PLATE, 3"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","31","24","1","0","1","24","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-2B-2-","ORIFICE PLATE, 3"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","32","24","1","0","1","24","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-5-1-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","33","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-5-2-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","34","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-00005","ORIFICE PLATE, 4"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","35","29.39","1","0","1","29.39","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-00006","ORIFICE PLATE, 4"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","36","29.39","1","0","1","29.39","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-14B-1","ORIFICE PLATE, 4"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","37","28.53","1","0","1","28.53","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-14B-2","ORIFICE PLATE, 4"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","38","28.53","1","0","1","28.53","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-2-1-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","39","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-2-2-0","ORIFICE PLATE, 2"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","40","22.6","1","0","1","22.6","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-17A-1","ORIFICE PLATE, 5"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","41","29.14","1","0","1","29.14","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-17A-2","ORIFICE PLATE, 5"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","42","29.14","1","0","1","29.14","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-17B-1","ORIFICE PLATE, 5"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","43","29.14","1","0","1","29.14","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-17B-2","ORIFICE PLATE, 5"", 1 ","PLATE     ","ORIFICE           ","   ","105206","941001","44","29.14","1","0","1","29.14","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-28A-1","ORIFICE PLATE, 3/4"", ","PLATE     ","ORIFICE           ","   ","105206","941001","45","22.1","1","0","1","22.1","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-28A-2","ORIFICE PLATE, 3/4"", ","PLATE     ","ORIFICE           ","   ","105206","941001","46","22.1","1","0","1","22.1","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-28B-1","ORIFICE PLATE, 3/4"", ","PLATE     ","ORIFICE           ","   ","105206","941001","47","22.1","1","0","1","22.1","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-28B-2","ORIFICE PLATE, 3/4"", ","PLATE     ","ORIFICE           ","   ","105206","941001","48","22.1","1","0","1","22.1","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-22A-1","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941001","49","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-22A-2","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941001","50","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-22B-1","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941001","51","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-22B-2","ORIFICE PLATE, 1-1/4 ","PLATE     ","ORIFICE           ","   ","105206","941001","52","22.12","1","0","1","22.12","06/12/2017","8","         ","            ","","",""
"485","256","    256-01-43A-0","ORIFICE PLATE, 5"", 1 ","          ","                  ","   ","105206","941003","1","29.14","1","0","1","29.14","06/26/2017","8","         ","            ","","",""
"485","256","    256-01-43B-0","ORIFICE PLATE, 5"", 1 ","          ","                  ","   ","105206","941003","2","29.14","1","0","1","29.14","06/26/2017","8","         ","            ","","",""
"485","256","    256-01-43C-0","ORIFICE PLATE, 5"", 1 ","          ","                  ","   ","105206","941003","3","29.14","1","0","1","29.14","06/26/2017","8","         ","            ","","",""
"485","256","    256-01-44A-0","ORIFICE PLATE, 5"", 1 ","          ","                  ","   ","105206","941003","4","29.14","1","0","1","29.14","06/26/2017","8","         ","            ","","",""
