"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8044","483","551","      ","551-01-M0006-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","11/20/2017","60","09/21/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-01-M0006-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","01/29/2018","60","11/30/2017"," EA   ","0","0","1"," No     ","03/14/2016","05/31/2017","0","0"
"8044","483","551","      ","551-01-M0008-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","09/11/2017","60","07/13/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-01-M0008-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","09/11/2017","60","07/13/2017"," EA   ","0","0","1"," No     ","03/14/2016","05/31/2017","0","0"
"8044","483","551","      ","551-01-M0023-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/08/2018","60","11/09/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-01-M0025-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","10/02/2017","60","08/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-01-M9176-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/22/2018","60","11/23/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-01-VPR09-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","07/17/2017","60","05/18/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-01-VPR09-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","07/17/2017","60","05/18/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-02-01P05-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","551","      ","551-02-01P05-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","555","      ","555-02-S0002-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","09/11/2017","60","07/13/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","555","      ","555-07-S0002-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","07/17/2017","60","05/18/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","581","      ","581-01-00022-L11","-L11","CERTIFICATES, REGULATORY BOD","1","1","06/04/2018","60","04/05/2018"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","593","      ","593-01-E0001-L11","-L11","CERTIFICATES, REGULATORY BOD","1","1","11/29/2017","60","09/30/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","593","      ","593-01-E0001-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","11/29/2017","60","09/30/2017"," EA   ","0","0","1"," No     ","03/14/2016","05/31/2017","0","0"
"8044","483","593","      ","593-01-E0001-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","1","11/29/2017","60","09/30/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","593","      ","593-02-E0003-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","12/13/2017","60","10/14/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","593","      ","593-02-E0003-L68","-L68","CERTIFICATES, VENDOR WELDING","1","1","12/13/2017","123","08/12/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","593","      ","593-02-S0001-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","03/09/2017","60","01/08/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","593","      ","593-02-S0004-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","06/05/2017","60","04/06/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","593","      ","593-02-S0005-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","05/29/2017","60","03/30/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","610","      ","610-01-00007-800","760103-000000008","BRACKET,AFFF(2.5 GAL),PORTAB","8","8","01/18/2017","123","09/17/2016"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0","0"
"8044","483","613","      ","613-01-00022-801","701500-000000011","CERT OF INSPECTION (MILL TES","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","12/15/2015","05/31/2017","0","0"
"8045","483","110","      ","11-12E040G08","11-12E040G08","PLATE, 1/4"" X 48"" X 8', STEE","1","0","01/18/2017","180","07/22/2016"," EA   ","0","1","1"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","110","      ","11-13E030G08","11-13E030G08","PLATE, 3/16"" X 8' X 4', STEE","5","0","01/18/2017","180","07/22/2016"," EA   ","0","5","5"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","110","      ","11-13M050T40","11-13M050T40","PLATE, 5MM X 96"" X 40', STEE","58","3","01/18/2017","180","07/22/2016"," EA   ","18","37","19"," No     ","08/07/2015","05/31/2017","994.08","18887.52"
"8045","483","110","      ","11-13M055T40","11-13M055T40","PLATE, 5.5MM X 96"" X 40', ST","15","1","01/18/2017","180","07/22/2016"," EA   ","13","1","1"," No     ","08/07/2015","05/31/2017","1093.8","1093.8"
"8045","483","110","      ","11-13M060T40","11-13M060T40","PLATE, 6MM X 96"" X 40', STEE","14","-11","01/18/2017","180","07/22/2016"," EA   ","11","14","3"," No     ","08/07/2015","05/31/2017","1193.13","3579.39"
"8045","483","110","      ","11-13M070T40","11-13M070T40","PLATE, 7MM X 96"" X 40', STEE","13","1","01/18/2017","180","07/22/2016"," EA   ","11","1","2"," No     ","08/07/2015","05/31/2017","1320.13","2640.26"
"8045","483","110","      ","11-13M075T40","11-13M075T40","PLATE, 7.5MM X 96"" X 40', ST","3","0","01/18/2017","180","07/22/2016"," EA   ","2","1","1"," No     ","08/07/2015","05/31/2017","1414.32","1414.32"
"8045","483","110","      ","11-13M080T40","11-13M080T40","PLATE, 8MM X 96"" X 40', STEE","11","1","01/18/2017","180","07/22/2016"," EA   ","10","0","1"," No     ","08/07/2015","05/31/2017","1467.35","1467.35"
"8045","483","110","      ","11-13M110T40","11-13M110T40","PLATE, 11MM X 96"" X 40', STE","13","1","01/18/2017","180","07/22/2016"," EA   ","12","0","1"," No     ","08/07/2015","05/31/2017","1861.81","1861.81"
"8045","483","110","      ","11-13M120T40","11-13M120T40","PLATE, 12MM X 96"" X 40', STE","4","0","01/18/2017","180","07/22/2016"," EA   ","2","2","2"," No     ","08/07/2015","05/31/2017","2031.25","4062.5"
"8045","483","110","      ","11-13M130T40","11-13M130T40","PLATE, 13MM X 96"" X 40', STE","5","0","01/18/2017","180","07/22/2016"," EA   ","3","2","2"," No     ","08/07/2015","05/31/2017","2200.35","4400.7"
"8045","483","110","      ","11-13M250T40","11-13M250T40","PLATE, 25MM X 96"" X 40', STE","8","-1","01/18/2017","180","07/22/2016"," EA   ","7","2","1"," No     ","10/13/2015","05/31/2017","4231.6","4231.6"
"8045","483","110","      ","11-14M110T40","11-14M110T40","PLATE, 11MM (17.69#) X 96"" X","38","1","01/18/2017","240","05/23/2016"," EA   ","20","17","9"," No     ","08/07/2015","05/31/2017","8864.82","79783.38"
"8045","483","110","      ","11-15M060T40","11-15M060T40","PLATE, 6MM X 96"" X 40', STEE","25","0","01/18/2017","180","07/22/2016"," EA   ","24","1","1"," No     ","08/07/2015","05/31/2017","1370.63","1370.63"
"8045","483","110","      ","11-15M070T40","11-15M070T40","PLATE, 7MM X 96"" X 40', STEE","19","0","01/18/2017","180","07/22/2016"," EA   ","11","8","4"," No     ","08/07/2015","05/31/2017","1527.25","6109"
"8045","483","110","      ","11-32M450F05","11-32M450F05","PLATE, 1.77(45MM)X 42 X 60, ","1","1","07/14/2018","180","01/15/2018"," EA   ","0","0","1"," No     ","03/24/2016","05/31/2017","0","0"
"8045","483","150","      ","11-35E040G10","11-35E040G10","PLATE, 1/4"" X 4' X 10', ALUM","11","0","01/18/2017","180","07/22/2016"," EA   ","0","5","5"," No     ","08/07/2015","05/31/2017","311.91","1559.55"
"8045","483","150","      ","11-35E040G10","11-35E040G10","PLATE, 1/4"" X 4' X 10', ALUM","11","0","01/18/2017","180","07/22/2016"," EA   ","0","5","5"," No     ","08/07/2015","05/31/2017","311.91","1559.55"
"8045","483","110","      ","11-42E050N10","11-42E050N10","PLATE, 5/16"" X 6' X 10', STA","1","1","01/18/2017","180","07/22/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1509.61","1509.61"
"8045","483","110","      ","11-42E080G04","11-42E080G04","PLATE, 1/2"" X 4' X 4', STAIN","3","2","01/18/2017","90","10/20/2016"," EA   ","0","1","3"," No     ","08/07/2015","05/31/2017","485.25","1455.75"
"8045","483","110","      ","11-42E160G04","11-42E160G04","PLATE, 1"" X 4'X 4', STAINLES","1","0","01/18/2017","90","10/20/2016"," EA   ","0","1","1"," No     ","08/07/2015","05/31/2017","948.75","948.75"
"8045","483","110","      ","11-45E030K10","11-45E030K10","PLATE, 3/16"", 60 X 120, SS 3","2","2","01/18/2017","180","07/22/2016"," EA   ","0","0","2"," No     ","07/13/2015","05/31/2017","707.1","1414.2"
"8045","483","110","      ","11-45E040K10","11-45E040K10","PLATE, 1/4"" THK, 321 SSTL   ","4","4","01/18/2017","240","05/23/2016"," EA   ","0","0","4"," No     ","07/09/2015","05/31/2017","919.47","3677.88"
"8045","483","110","      ","11-45E060G08","11-45E060G08","PLATE, 3/8"" THK, 4 X 8, SS 3","3","1.5","01/18/2017","180","07/22/2016"," EA   ","0","1.5","3"," No     ","07/13/2015","05/31/2017","892.77","2678.31"
"8045","483","110","      ","110-00-00083","13-1620200420","ANGLE, 2 X 2 X 1/4"", 20' LG ","12","12","01/18/2017","240","05/23/2016"," EA   ","0","0","12"," No     ","08/07/2015","05/31/2017","48.46","581.52"
"8045","483","110","      ","110-00-WS605","16-16W0500440","TEE, WT 5 X 4.5LB X 40' LONG","13","-1","01/18/2017","123","09/17/2016"," EA   ","8","3","2"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","150","      ","150-00-00011","100402-000000005","PLATE, CRES 2205, 2' X 3'   ","3","3","01/18/2017","180","07/22/2016"," EA   ","2","0","1"," No     ","08/07/2015","05/31/2017","297","297"
"8045","483","150","      ","150-01-00069","110303-000000001","CHANNEL 2-1/2"" X 2"" X 1/8""  ","20","13","01/18/2017","123","09/17/2016"," EA   ","0","7","20"," No     ","08/07/2015","05/31/2017","38.1","762"
"8045","483","167","      ","167-03-00050","100602-000000001","PLATE, DIAMOND, 1/4""x48""x120","4","0","01/18/2017","90","10/20/2016"," EA   ","0","4","4"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","201","      ","201-01-00013","10-43GA18K12","SHEET, 18 GA., 5 X 12, SSTL ","6","6","01/18/2017","180","07/22/2016"," EA   ","0","0","6"," No     ","05/25/2016","05/31/2017","0","0"
"8045","483","201","      ","201-01-00014","10-43GA20K12","SHEET, 20 GA., 5 X 12, SSTL ","6","6","01/18/2017","180","07/22/2016"," EA   ","0","0","6"," No     ","05/25/2016","05/31/2017","0","0"
"8045","483","201","      ","201-94-00001","100303-000000002","EXPANDED METAL, FLTND       ","14","14","01/18/2017","30","12/19/2016"," EA   ","0","0","14"," No     ","08/07/2015","05/31/2017","177.12","2479.68"
"8045","483","201","      ","201-95-00001","100303-000000003","EXPANDED METAL, FLTND       ","35","35","01/18/2017","30","12/19/2016"," EA   ","0","0","35"," No     ","08/07/2015","05/31/2017","177.12","6199.2"
"8045","483","201","      ","201-96-00001","100303-000000004","EXPANDED METAL, FLTND       ","22","22","01/18/2017","30","12/19/2016"," EA   ","0","0","22"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","234","      ","234-02-00003","230100-000000260","CHANNEL, 9 X 3.50 X 20 LF   ","11","0","11/29/2017","123","07/29/2017"," EA   ","0","11","11"," No     ","08/07/2015","05/31/2017","455.88","5014.68"
"8045","483","259","      ","259-05-00466","501309-000000001","TUBE, SQUARE, 6"" X 6"", 0.250","60","60","01/18/2017","56","11/23/2016"," LF   ","0","0","60"," No     ","08/07/2015","05/31/2017","12.09","725.4"
"8045","483","259","      ","259-05-00469","501309-000000002","TUBE, SQUARE, WELDED, 4"" X 4","29","29","01/18/2017","56","11/23/2016"," LF   ","23","0","6"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","259","      ","259-07-00S04","100102027514-001","SHEET, 60"" X 120"", 8 GA, 321","4","4","08/19/2017","180","02/20/2017"," EA   ","0","0","4"," No     ","04/21/2016","05/31/2017","0","0"
"8045","483","259","      ","259-07-00S05","100102077514-001","SHEET, 60"" X 120"", 16GA, 321","4","4","08/19/2017","180","02/20/2017"," EA   ","0","0","4"," No     ","04/21/2016","05/31/2017","0","0"
"8045","483","321","      ","321-99-00058","10-61GA11G08","SHEET, 11GA X4'X8', STL A569","3","0","01/18/2017","180","07/22/2016"," EA   ","0","3","3"," No     ","08/07/2015","05/31/2017","46.4","139.2"
"8045","483","321","      ","321-99-00066","10-43GA16G08","SHEET, 16GA X 4' X 8', SST 3","1","0","01/18/2017","180","07/22/2016"," EA   ","0","1","1"," No     ","08/07/2015","05/31/2017","95.75","95.75"
"8045","483","321","      ","321-99-00113","10-42GA11G10","SHEET, 11GA X4'X10', SST 316","1","0","01/18/2017","90","10/20/2016"," EA   ","0","1","1"," No     ","08/07/2015","05/31/2017","358.75","358.75"
"8045","483","505","      ","505-01-00120","12-33E0301320","BAR, FLAT, 3/16"" x 1-1/4"" x ","2","2","01/18/2017","240","05/23/2016"," EA   ","0","0","2"," No     ","05/26/2017","05/31/2017","0","0"
"8045","483","551","      ","551-01-M0025","800100-000000001","FILTER, AIR, 3/8"", BRONZE BO","2","2","08/14/2017","180","02/15/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","556","      ","556-03-00016","807707-000000004","CLAMP BODY, 1-1/4 IPS, POLYP","100","100","08/14/2017","35","07/10/2017"," EA   ","0","0","100"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","571","      ","571-01-00092","711304-000000003","HI-LOK FASTENER,COLLAR      ","60","60","08/14/2017","123","04/13/2017"," EA   ","0","0","60"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","572","      ","572-04-00001","750205100000-001","TWO WHEELED HAND TRUCK      ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","55.23","220.92"
"8045","483","572","      ","572-04-00002","750205030000-001","TWO WHEELED HAND TRUCK      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","418.5","418.5"
"8045","483","572","      ","572-04-00003","750205000000-001","TWO WHEELED HAND TRUCK      ","2","2","01/18/2017","123","09/17/2016"," EA   ","1","0","1"," No     ","08/07/2015","05/31/2017","284","284"
"8045","483","573","      ","573-01-00008","231900-000000002","TWIST LOCK STACK DOUBLE CONE","70","70","04/23/2018","45","03/09/2018"," EA   ","54","0","16"," No     ","08/07/2015","05/31/2017","24","384"
"8045","483","583","      ","583-01-00023","701822190000-001","FORGED STEEL, TIE-DOWN      ","3","3","02/12/2018","14","01/29/2018"," EA   ","1","0","2"," No     ","08/07/2015","05/31/2017","270","540"
"8045","483","583","      ","583-02-00042","703312-000000001","THIMBLE, ROPE, BRZ, .375 DIA","4","4","06/18/2018","14","06/04/2018"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","583","      ","583-03-00014","700121-000000006","TENDING LINE, 15 FT, NYLON R","2","2","12/06/2017","30","11/06/2017"," EA   ","0","0","2"," No     ","11/12/2015","05/31/2017","0","0"
"8045","483","583","      ","583-03-00017","702000-000000002","HOOK, QUICK RELEASE, SEA CAT","1","1","12/06/2017","30","11/06/2017"," EA   ","0","0","1"," No     ","11/12/2015","05/31/2017","0","0"
"8045","483","588","      ","588-01-00162","232900-000000007","CHOCKFAST ORANGE, PHILADELPH","20","20","04/02/2018","42","02/19/2018"," EA   ","0","0","20"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","588","      ","588-01-0162F","232900-000000009","FOAM, DAMMING, 3"" W X 72"" L ","5","5","04/02/2018","42","02/19/2018"," EA   ","0","0","5"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","588","      ","588-01-0162R","232900-000000010","PR225 MOLD RELEASE, 16 OZ SP","10","10","04/02/2018","42","02/19/2018"," EA   ","0","0","10"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","602","      ","602-01-00001","741613-000000002","CARD HOLDER, TYPE ""A"" CARD H","237","237","01/18/2017","123","09/17/2016"," EA   ","0","0","237"," No     ","04/06/2016","05/31/2017","0","0"
"8045","483","611","      ","611-04-00001","704806-000000001","FITTING, SECURING, ASTM-A-32","550","534","12/20/2017","80","10/01/2017"," EA   ","528","0","6"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","612","      ","612-01-00016","702313-000000001","TURNBUCKLE ASSEMBLY, ELECTRO","165","165","01/18/2017","91","10/19/2016"," EA   ","0","155","10"," No     ","08/07/2015","05/31/2017","166.85","1668.5"
"8045","483","612","      ","612-01-00017","714200420000-545","CLEVIS ASSY, ELECTROLINE PAR","165","165","01/18/2017","60","11/19/2016"," EA   ","0","155","10"," No     ","08/07/2015","05/31/2017","97.9","979"
"8045","483","612","      ","612-01-00305","501302010000-003","SQ. TUBE, 2X 2X 1/4 THK, ALU","26","3","01/18/2017","70","11/09/2016"," EA   ","0","23","26"," No     ","08/07/2015","05/31/2017","228.48","5940.48"
"8045","483","612","      ","612-02-00026","717330780062-554","SPRING PIN, 3/16""           ","74","74","08/14/2017","14","07/31/2017"," EA   ","0","0","74"," No     ","08/07/2015","05/31/2017","0","0"
"8045","483","613","      ","613-01-00004","720716000000-001","CLEAT, 8"", ALUMINUM, 8"" X   ","15","15","01/18/2017","14","01/04/2017"," EA   ","0","0","15"," No     ","07/23/2015","05/31/2017","0","0"
