"SWBS","Item#","Desc.","UOM","Qty","Unit Cost","Ext. Cost","","","","","","",""
"556","556-03-T0049","TEE S.W., 1 1/2 IPS, STL, PLAI","EA ","2","$8.34","$16.67","","","","","","",""
"556","556-03-T9063","TEE, 1/2 O.D. FLARELESS TUBE, ","EA ","2","$32.94","$65.89","","","","","","",""
"556","556-03-T9064","TEE, 5/8 O.D. FLARELESS TUBE, ","EA ","1","$51.86","$51.86","","","","","","",""
"556","556-03-T9065","TEE, 3/4 O.D. FLARELESS TUBE, ","EA ","9","$70.53","$634.80","","","","","","",""
"556","556-03-T9066","TEE, 1/2 O.D., SST 316, SSP# A","EA ","68","$32.94","$2,240.25","","","","","","",""
"556","556-03-T9067","TEE, 5/8 O.D., SST 316, SSP# A","EA ","6","$55.27","$331.62","","","","","","",""
"556","556-03-T9068","TEE, 3/4 O.D., SST 316, SSP# A","EA ","36","$70.53","$2,539.22","","","","","","",""
"556","556-03-T9071","TEE, 1-1/4 O.D., FLARELESS    ","EA ","15","$272.48","$4,087.23","","","","","","",""
"556","556-03-T9072","TEE, 3/8"", FLARELESS, 316SST, ","EA ","4","$21.56","$86.23","","","","","","",""
"556","556-03-T9073","TEE, 1"", 3000#, SST, SSP# AM16","EA ","6","$130.65","$783.88","","","","","","",""
"556","556-03-T9074","TEE, 3/4 X 3/4 X 1/2, SST,    ","EA ","6","$72.93","$437.56","","","","","","",""
"556","556-03-T9075","TEE, 3/4 X 1/2 X 1/2, SST,    ","EA ","4","$86.19","$344.76","","","","","","",""
"556","556-03-T9076","TEE, 7/8 O.D. TUBE, SST,      ","EA ","8","$260.59","$2,084.70","","","","","","",""
"556","556-03-T9080","TEE, MFLR X SWVL X MFLR, SST  ","EA ","2","$35.74","$71.48","","","","","","",""
"556","556-03-U9008","UNION, 1"", SST 300#, SSP #AM16","EA ","4","$67.17","$268.67","","","","","","",""
"556","556-03-U9012","UNION, 1/2 O.D., SST 316, SSP#","EA ","62","$16.06","$995.83","","","","","","",""
"556","556-03-U9013","UNION, 3/4 O.D., SST 316, SSP#","EA ","63","$38.91","$2,451.15","","","","","","",""
"556","556-03-U9019","UNION, 3/8"", SSP# AMJ6U       ","EA ","4","$15.92","$63.67","","","","","","",""
"556","556-03-U9032","UNION, 1-1/4"" OD, SST 316,    ","EA ","10","$194.63","$1,946.27","","","","","","",""
"556","556-03-U9033","UNION, 7/8"" OD, SST 316, SSP #","EA ","12","$111.47","$1,337.63","","","","","","",""
"556","556-03-U9034","UNION, 1"" OD, SST 316, SSP #  ","EA ","8","$68.32","$546.52","","","","","","",""
"565","565-01-00001","SPECIFICATION, RIDE CONTROL   ","LO ","1","$2,833,741.00","$2,833,741.00","X","","","","","",""
"565","565-01-00001-801","STABILIZER, FIN ASSY, PORT    ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-802","STABILIZER, FIN ASSY, STBD    ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-803","UNIT, HYDRAULIC POWER         ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-804","UNIT, HYDRAULIC POWER         ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-805","CIRCUIT, GREASE LUBRICATION   ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-806","STARTER, DIRECT, 440V-60HZ    ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-807","BOARD, CONTROL, FOR LINEAR    ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-808","CARD, ELECTRONIC, EF0230      ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-809","DAMPERS, LOWER VIBRATION      ","EA ","8","$0.01","$0.08","","","","","","",""
"565","565-01-00001-810","CABLE HARNESS, VENDOR SUPPLIED","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-811","MOTION SENSOR PACKAGE         ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-812","SYSTEM DISPLAY AND CONTROL    ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-813","ELECTRONIC CONTROL UNIT       ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-814","ASSEMBLY, INTERCEPTOR         ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-815","END, ROD, INTERCEPTOR         ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-816","ACTUATOR, INTERCEPTOR         ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-817","MOUNTING, INTERCEPTOR ACTUATOR","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-818","VALVE, SERVO, INTERCEPTOR     ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-819","HPU, INTERCEPTOR,             ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-820","KIT, HYDRAULIC FLUSHING       ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-821","KIT, ACCUMULATOR CHARGING     ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-822","VALVE, BALL, DWRG BBV2212 0001","EA ","12","$0.01","$0.12","","","","","","",""
"565","565-01-00001-823","VALVE, BALL, DWRG BBV 2216    ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-824","BOX, JUNCTION, INTERCEPTOR    ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-825","BOX, JUNCTION, STABILIZER     ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-826","UNION SIMPLE MALE P.01        ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-827","FLANGE P.02 ON20 PN40         ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-828","FLANGES - CUT SPLIT P.04      ","EA ","8","$0.01","$0.08","","","","","","",""
"565","565-01-00001-829","FLANGE FLEXIBLE 2781-2ST P.05 ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-830","FLANGE POS.06 SAE 3000 2""     ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-831","SWIVEL FLEXIBLE 2781-2ST DN10 ","EA ","6","$0.01","$0.06","","","","","","",""
"565","565-01-00001-832","COUPLING P-GEV12LR-WD         ","EA ","8","$0.01","$0.08","","","","","","",""
"565","565-01-00001-833","UNION - PGEV12LR-WD           ","EA ","8","$0.01","$0.08","","","","","","",""
"565","565-01-00001-834","UNION P-GEV25SR-WD P.10       ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-835","SWIVEL FLEX 2755-4SP DN 20    ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-836","COUPLING P-GAV22LR WALTER     ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-837","SWIVEL FLEX 2781-2ST DN20     ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-838","ADAPTATOR PARKER 16F642FDMLS  ","EA ","8","$0.01","$0.08","","","","","","",""
"565","565-01-00001-839","ADAPTATOR EGESD12LR-WD P.15   ","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-840","ADAPTATOR PARKER 8F642EDMLS   ","EA ","12","$0.01","$0.12","","","","","","",""
"565","565-01-00001-841","TEE - ADJUSTABLE EQ. P-ETVD12L","EA ","2","$0.01","$0.02","","","","","","",""
"565","565-01-00001-842","ADAPTATOR 16F642EDMLSS P.19   ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-843","ADAPTATOR PARKER 12F642EDMLS  ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-844","COUPLING - P-GAV25SR P.21     ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-845","ADAPTATOR PARKER 24F642EDMLS  ","EA ","4","$0.01","$0.04","","","","","","",""
"565","565-01-00001-846","SCREW UNI 5931-8.8 M10 X 40   ","EA ","32","$0.01","$0.32","","","","","","",""
"565","565-01-00001-L04","PROCEDURES, IN-PLANT TEST     ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L06","REPORT, IN-PLANT TEST         ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L09","DRAWINGS, FINAL, CERTIFIED    ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L10","LIST, SHIP LOOSE PARTS        ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L11","CERTIFICATES, REGULATORY BODY ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L11","CERTIFICATES, REGULATORY BODY ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L12","LIST, CALIBRATABLE COMPONENTS ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L13","LIST, PREVENTATIVE MAINTENANCE","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L14","DATA, HISTORICAL AIRBORNE     ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L15","DATA, WEIGHT                  ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L16","LIST, INSTALLATION & CHECK-OUT","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L17","LIST, SPECIAL TOOLS           ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L18","LIST, REPLACEMENT FILTERS     ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L19","LIST, SPECIAL TEST EQUIPMENT  ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L20","SUPPORT, VENDOR               ","LO ","1","$102,325.28","$102,325.28","","","","","","",""
"565","565-01-00001-L22","MANUALS, TECHNICAL, FINAL     ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L23","RELEASE FOR MANUFACTURE       ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L31","CERTIFICATE, CALIBRATABLE     ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L32","FACTORY TRAINING              ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L34","PROVISIONING TECH DOC.        ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L35","LIST OF VENDOR DRAWINGS       ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L36","DATA, RELIABILITY REQUIREMENTS","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L37","DATA, LIFE CYCLE COST REQUIREM","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L39","PROCEDURE, SHIPBOARD TEST     ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L41","LIST OF RECOMMENDED SPARE PART","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L43","ENGINEERING, NON-RECURRING    ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L46","DATA SHOCK IAW APPENDIX ""E""   ","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L47","GOVERNMENT INSPECTION         ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L50","CERTIFICATES, CONSTRUCTION    ","LO ","1","$0.01","$0.01","","","","","","",""
"565","565-01-00001-L51","DATA, FOR WEIGHT CRITICAL ITEM","EA ","1","$0.01","$0.01","","","","","","",""
"565","565-01-A0087","INSERT, REDUCING, SW, 3/4"" X 1","EA ","8","$2.40","$19.23","","","","","","",""
"565","565-01-IG001","GREASE, EXTREME PRESSURE, NLGI","EA ","2","$1.39","$2.78","","","","","","",""
"565","565-01-INCO1","ELEMENT, FILTER, PRESSURE, STA","EA ","1","$226.29","$226.29","","","","","","",""
"565","565-01-INCO2","ELEMENT, FILTER, RETURN,      ","EA ","1","$238.47","$238.47","","","","","","",""
"565","565-01-INCO3","FILTER, RETURN, PS20, MP      ","EA ","2","$394.79","$789.58","","","","","","",""
"565","565-01-INCO4","FILTER, AIR, 3 MICRON,        ","EA ","2","$103.40","$206.80","","","","","","",""
"565","565-01-IV15R","BOLT, HEX HD, M20-2.5 X 90MM  ","EA ","3","$18.25","$54.76","","","","","","",""
"565","565-01-IV16R","WASHER, FLAT, M20, STAINLESS, ","EA ","3","$1.62","$4.86","","","","","","",""
"565","565-01-IV17R","WASHER, SPRING LOCK, M20,     ","EA ","3","$1.39","$4.17","","","","","","",""
"565","565-01-IV19R","NUT, SELF-LKG, M20-2.5, 316   ","EA ","3","$4.70","$14.10","","","","","","",""
"565","565-01-V0001","TEST FITTING, HYDRAULIC, MINI ","EA ","20","$22.48","$449.52","","","","","","",""
"565","565-02-00001","VENDOR SERVICES               ","LO ","1","$0.00","$0.00","","","","","","",""
"565","565-02-00020","MOUNT RESILIENT, TYPE 7E450, P","EA ","4","$178.85","$715.39","","","","","","",""
"565","565-02-00021","BOLT, 5/8"" - 11UNC-3A X 2 1/4 ","EA ","8","$1.31","$10.46","","","","","","",""
"565","565-02-00022","NUT, SELF-LOCKING, 5/8""       ","EA ","8","$1.19","$9.49","","","","","","",""
"565","565-02-00023","BOLT, 3/4"" - 10UNC-3AX4.5""    ","EA ","4","$5.17","$20.69","","","","","","",""
"565","565-02-00024","NUT, SELF-LOCKING, 3/4""       ","EA ","4","$1.92","$7.67","","","","","","",""
"565","565-02-0021W","WASHER, FLAT, 5/8"" DIA        ","EA ","16","$3.65","$58.32","","","","","","",""
"565","565-02-0023W","WASHER, FLAT, 3/4"" DIA        ","EA ","8","$6.15","$49.21","","","","","","",""
"565","565-02-H0001","HOSE ASSEMBLY, 1"" W/FEMALE 37D","EA ","4","$289.32","$1,157.30","","","","","","",""
"565","565-03-A0045","ADAPTER, CARBON STEEL, 3/4"" IP","EA ","16","$10.14","$162.24","","","","","","",""
"565","565-03-A0061","INSERT,REDUCING, 1"" X 3/4"" IPS","EA ","8","$10.95","$87.56","","","","","","",""
"565","565-03-A0085","INSERT, RDC, S.W., 3/4 X 1/2 I","EA ","4","$2.00","$7.99","","","","","","",""
"565","565-03-A0086","INSERT, RDC, S.W., 3/4 X 3/8 I","EA ","6","$495.06","$2,970.33","","","","","","",""
"565","565-03-A0087","INSERT, REDUCING, SW, 3/4"" X 1","EA ","8","$2.63","$21.01","","","","","","",""
"565","565-03-A0419","ADAPTER, #12 SW x #12 MALE 37 ","EA ","0","$23.32","$0.00","","","","","","",""
"565","565-03-A9021","INSERT, REDUCING, 3/8 X 1/4 IP","EA ","2","$2.15","$4.30","","","","","","",""
"565","565-03-A9080","ADAPTER SW X JIC MALE STL     ","EA ","0","$43.40","$0.00","","","","","","",""
"565","565-03-A9092","ADAPTER, 3/4"" 37 DEG SWIVEL   ","EA ","0","$0.00","$0.00","","","","","","",""
"565","565-03-A9122","ADAPTER, 1.00 O.D. X 3/8-24 UN","EA ","4","$38.53","$154.13","","","","","","",""
"565","565-03-A9153","ADAPTER, 1/4"" SW IPS X 9/16-18","EA ","8","$26.36","$210.91","","","","","","",""
"565","565-03-A9154","ADAPTER, SW x MALE FLARE, 3/4""","EA ","6","$24.44","$146.62","","","","","","",""
"565","565-03-A9157","ADAPTER, 1/4 IPS SOCKET WELD F","EA ","12","$57.80","$693.58","","","","","","",""
"565","565-03-A9158","ADAPTER, 1/2 IPS SOCKET WELD F","EA ","5","$82.40","$411.99","","","","","","",""
"565","565-03-A9159","ADAPTER, 3/4 IPS SOCKET WELD F","EA ","4","$114.05","$456.22","","","","","","",""
"565","565-03-A9160","ADAPTER, 1"" MALE BSPP-ED X #16","EA ","4","$7.05","$28.19","","","","","","",""
"565","565-03-A9161","ADAPTER, 3/8"" MALE BSPP-ED X #","EA ","6","$2.28","$13.69","","","","","","",""
"565","565-03-A9162","FITTING, HOSE, 37 DEG. FLARE F","EA ","12","$7.95","$95.38","","","","","","",""
"565","565-03-A9163","FITTING, HOSE, 37 DEGREE FLARE","EA ","8","$92.74","$741.96","","","","","","",""
"565","565-03-A9170","ADAPTER, TUBE X 37 DEG MALE FL","EA ","8","$98.86","$790.92","","","","","","",""
"565","565-03-A9171","CONNECTOR, MALE, SS, O-RING BO","EA ","2","$44.09","$88.18","","","","","","",""
"565","565-03-A9172","CONNECTOR, MALE, SS, O-RING BO","EA ","8","$34.48","$275.81","","","","","","",""
"565","565-03-A9179","CONNECTOR, MALE, SS, O-RING BO","EA ","18","$101.08","$1,819.36","","","","","","",""
"565","565-03-A9180","ADAPTER, #12 SW x #16 MALE 37 ","EA ","16","$146.39","$2,342.26","","","","","","",""
"565","565-03-A9207","ADAPTER, #20 SW x #20 MALE 37 ","EA ","4","$22.51","$90.04","","","","","","",""
"565","565-03-A9223","ADAPTER, 1"" UNION, 37 DEG SWVL","EA ","4","$95.17","$380.70","","","","","","",""
"565","565-03-A9231","FITTING, 37 DEG SWVL X HOSE   ","EA ","12","$185.21","$2,222.49","","","","","","",""
"565","565-03-A9232","FITTING, 37 DEG SWVL X HOSE   ","EA ","8","$796.18","$6,369.46","","","","","","",""
"565","565-03-A9288","ADAPTER SW X JIC MALE STL     ","EA ","0","$5.07","$0.00","","","","","","",""
"565","565-03-A9300","ADAPTER, 1/4"" SW IPS X 7/8-14 ","EA ","0","$47.63","$0.00","","","","","","",""
"565","565-03-A9301","ADAPTER, 7/8-14 FEMALE JIC    ","EA ","0","$0.00","$0.00","","","","","","",""
"565","565-03-A9302","ADAPTER, 1 1/16-12 MALE JIC   ","EA ","0","$0.00","$0.00","","","","","","",""
"565","565-03-A9303","ADAPTER, 1 1/16-12 MALE JIC   ","EA ","0","$0.00","$0.00","","","","","","",""
"565","565-03-A9304","ADAPTER, 1 7/8-12 FEMALE JIC  ","EA ","0","$0.00","$0.00","","","","","","",""
"565","565-03-A9386","ADAPTER, #12 SW X #16 MALE 37 ","EA ","10","$225.46","$2,254.63","","","","","","",""
"565","565-03-A9401","ADAPTER, 1"" TUBE X 37 DEGREE M","EA ","12","$107.78","$1,293.34","","","","","","",""
"565","565-03-B0077","SOCKOLET, 2-1/2"" - 1-1/2"" IPS ","EA ","0","$4.70","$0.00","","","","","","",""
"565","565-03-B0092","SOCKOLET, 1.5"" - 1-1/4"" IPS RU","EA ","4","$3.12","$12.49","","","","","","",""
"565","565-03-C0060","CPLG, 3/8"" IPS, 3000#, SW, STL","EA ","0","$0.00","$0.00","","","","","","",""
"565","565-03-D9060","SOCKET & NIPPLE/NUT AQP #259-4","EA ","17","$59.69","$1,014.80","","","","","","",""
"565","565-03-D9061","SOCKET & NIPPLE/NUT AQP #259-1","EA ","4","$77.63","$310.53","","","","","","",""
"565","565-03-F9160","CONNECTOR, CODE 61 X FLARELESS","EA ","12","$102.06","$1,224.71","","","","","","",""
"565","565-03-F9161","FLANGE CLAMP, SPLIT, CODE 61 P","EA ","28","$23.07","$645.92","","","","","","",""
"565","565-03-F9171","FLANGE, 2"" IPS SOCKETWELD, STE","EA ","2","$40.56","$81.12","","","","","","",""
"565","565-03-F9178","FLANGE, 3/4"", CODE 61 X SAW ST","EA ","16","$99.66","$1,594.49","","","","","","",""
"565","565-03-F9179","FLANGE, SW X CODE 61, SST     ","EA ","4","$73.01","$292.03","","","","","","",""
"565","565-03-F9180","FLANGE, SW X CODE 61, SST     ","EA ","4","$69.97","$279.86","","","","","","",""
"565","565-03-F9182","FLANGE, SW X CODE 61, SST, MAI","EA ","4","$98.38","$393.54","","","","","","",""
"565","565-03-F9183","FLANGE, SW X CODE 61, SST, MAI","EA ","4","$94.25","$376.99","","","","","","",""
"565","565-03-F9221","FLANGE, 3/4"", CODE 61 X SAE   ","EA ","16","$28.76","$460.21","","","","","","",""
"565","565-03-F9242","FLANGE, 1 X 3/4"" SWDLG X CODE ","EA ","4","$223.08","$892.32","","","","","","",""
"565","565-03-F9248","FLANGE, 3/4"" SWDLG X CODE 61, ","EA ","4","$197.73","$790.92","","","","","","",""
"565","565-03-H9037","HOSE, SYNTH RUBBER, HIGH PRESS","EA ","16","$8.67","$138.72","","","","","","",""
"565","565-03-H9043","HOSE, SYNTHETIC RUBBER, 3/8"" 4","EA ","14","$5.60","$78.37","","","","","","",""
"565","565-03-H9044","HOSE, SYNTHETIC RUBBER, DOUBLE","EA ","14","$11.21","$156.89","","","","","","",""
"565","565-03-H9063","HOSE, SYNTH RBR, HIGH PRESSURE","LF ","14","$2.18","$30.52","","","","","","",""
"565","565-03-L0071","ELL,45 DEGREES, 3/4"" IPS,3000#","EA ","8","$14.48","$115.81","","","","","","",""
"565","565-03-L0080","ELBOW, 90 DEG, 1/4 IPS, SW 300","EA ","28","$3.89","$109.03","","","","","","",""
"565","565-03-L0081","ELBOW, 90 SW, 3/8 IPS, CS, PL,","EA ","13","$2.62","$34.01","","","","","","",""
"565","565-03-L0082","ELL 90 S.W. 1/2 IPS, STL, PLAI","EA ","7","$2.32","$16.25","","","","","","",""
"565","565-03-L0083","ELL 90 S.W. 3/4 IPS, STL, PLAI","EA ","22","$3.04","$66.92","","","","","","",""
"565","565-03-L0085","ELBOW, 1-1/4, 90 DEG., SW, 300","EA ","8","$5.29","$42.34","","","","","","",""
"565","565-03-L0092","ELBOW, 1/4 IPS, 45 DEG, 3000#,","EA ","6","$3.59","$21.54","","","","","","",""
"565","565-03-L0097","ELBOW, 3/4 IPS, 45 DEG, 3000#,","EA ","2","$3.08","$6.17","","","","","","",""
"565","565-03-L0099","ELBOW, 1-1/4 IPS, 45 DEG, 3000","EA ","6","$5.53","$33.16","","","","","","",""
"565","565-03-L9076","ELBOW, UNION, 1""OD, 45 DEG, SA","EA ","38","$116.09","$4,411.53","","","","","","",""
"565","565-03-L9077","ELB, 3/4"", 45 DEG., FLARELESS ","EA ","5","$76.56","$382.79","","","","","","",""
"565","565-03-L9078","ELBOW, UNION, 1""OD, 90 DEG, SA","EA ","38","$90.76","$3,449.00","","","","","","",""
"565","565-03-L9079","ELBOW, UNION, 3/4""OD, 90 DEG, ","EA ","8","$60.80","$486.37","","","","","","",""
"565","565-03-L9100","BUTTWELD ELBOW, PARKER #16-3/4","EA ","4","$174.53","$698.13","","","","","","",""
"565","565-03-L9170","ELB, 3/4"", 45 DEG, SWLDG, CNA ","EA ","4","$65.91","$263.64","","","","","","",""
"565","565-03-R9030","UNION, REDUCING, 1""FEM ST THD ","EA ","4","$288.20","$1,152.79","","","","","","",""
"565","565-03-T0046","TEE S.W., 3/4 IPS, STL, PLAIN,","EA ","16","$3.04","$48.67","","","","","","",""
"565","565-03-T9061","TEE, 1"" FLARELESS TUBE X SAE S","EA ","4","$198.23","$792.92","","","","","","",""
"565","565-03-T9073","TEE, 1"" FLARELESS TUBE, SST 31","EA ","4","$108.88","$435.53","","","","","","",""
"565","565-03-U9007","UNION, REDUCING, FLARELESS TUB","EA ","8","$177.65","$1,421.22","","","","","","",""
"565","565-03-U9008","UNION, BULKHEAD, 1""OD, SAE FLA","EA ","2","$130.96","$261.92","","","","","","",""
"571","571-01-00008","INHAUL BLOCK, 12"" WOOD SNATCH ","EA ","1","$709.80","$709.80","","","","","","",""
"571","571-01-00017","RIDING LINE FAIRLEAD BLOCK, 12","EA ","1","$584.06","$584.06","","","","","","",""
"571","571-01-00023","INHAUL FAIRLEAD BLOCK, 12"" MET","EA ","1","$584.06","$584.06","","","","","","",""
"571","571-01-00070","FLAT BAR 2-1/2"" X 1/4"" X 20'-0","EA ","0.3","$77.06","$23.12","","","","","","",""
"571","571-01-00071","SHEET, ALUM, .190 X 4' X 8'   ","EA ","0.1","$329.55","$32.96","","","","","","",""
"571","571-01-00072","FLAT BAR 5"" X 5/16"" X 10'-0"" L","EA ","0.7","$403.61","$282.53","","","","","","",""
"571","571-01-00073","BOLT, 1/2""-13UNC2A X 2-1/2"" LG","EA ","4","$0.86","$3.45","","","","","","",""
"571","571-01-00077","NUT, 1/2-13UNC3B HEX CENTERLOC","EA ","4","$0.10","$0.41","","","","","","",""
"571","571-01-00080","WASHER, 0.531 ID X 1.062 OD X ","EA ","4","$0.08","$0.32","","","","","","",""
"571","571-01-00084","FLATBAR, 4-1/2""x1/4"", 12'LG, A","EA ","0.49","$87.18","$42.72","","","","","","",""
"571","571-01-00090","FLATBAR, 5""x1/4"", 12'LG, AL 50","EA ","0.11","$104.42","$11.49","","","","","","",""
"571","571-01-00092","HUCKBOLT FASTENER, C50L, ROUND","EA ","54","$4.63","$250.23","","","","","","",""
"571","571-01-00093","HUCKBOLT FASTENER, C50L, ROUND","EA ","8","$5.58","$44.62","","","","","","",""
"571","571-01-00094","COLLAR FOR HUCKBOLT FASTENER, ","EA ","62","$3.35","$207.46","","","","","","",""
"571","571-01-00095","BOLT, HEX HD, 1-1/8""-7UNC-2A, ","EA ","16","$9.23","$147.64","","","","","","",""
"571","571-01-00096","NUT, HEX, 1-1/8""-7UNC-3B, SELF","EA ","16","$9.72","$155.59","","","","","","",""
"571","571-01-00097","WASHER, FLAT, 1-3/16"" ID, 2-1/","EA ","16","$0.60","$9.57","","","","","","",""
"571","571-01-00098","BOLT, HEX HD, 1-3/4""-5UNC-2A, ","EA ","8","$82.85","$662.83","","","","","","",""
"571","571-01-00099","NUT, HEX, 1-3/4""-5UNC-3B, SELF","EA ","8","$73.82","$590.55","","","","","","",""
"571","571-01-000S1","PROBE RECEIVER, HYDRASEARCH P/","EA ","1","$5,210.95","$5,210.95","","","","","","",""
"571","571-01-000S2","SWIVEL ARM - PROBE RECEIVER, T","EA ","1","$1,613.63","$1,613.63","","","","","","",""
"571","571-01-000S3","SWIVEL JOINT ASSY, TO CONSIST ","EA ","1","$2,926.40","$2,926.40","","","","","","",""
"571","571-01-000S6","COVER ASSEMBLY, TO BE BUILT IA","EA ","1","$1,064.70","$1,064.70","","","","","","",""
"571","571-01-000S7","HOSE ASSEMBLY-FUEL, HYDRASEARC","EA ","1","$1,860.69","$1,860.69","","","","","","",""
"571","571-01-000S9","QUICK COUPLING (ROBB) BRZ, FOR","EA ","1","$2,015.33","$2,015.33","","","","","","",""
"571","571-01-00100","WASHER, FLAT, 1-7/8"" ID, 3-3/8","EA ","8","$3.56","$28.47","","","","","","",""
"571","571-01-00S10","QUICK COUPLING (ROBB) STL, FOR","EA ","1","$2,015.33","$2,015.33","","","","","","",""
"571","571-01-00S11","BREAKABLE SPOOL ""A"" END, HYDRA","EA ","1","$415.74","$415.74","","","","","","",""
"571","571-01-00S12","ADAPTER (FOR ROBB COUPLING) 45","EA ","1","$684.45","$684.45","","","","","","",""
"571","571-01-00S13","EASING-OUT LINE ASSEMBLY, 12-2","EA ","1","$57.29","$57.29","","","","","","",""
"571","571-01-00S14","EASING OUT PADEYE ASSEMBLY, C/","EA ","1","$527.28","$527.28","","","","","","",""
"571","571-01-00S15","REMATING LINE ASSEMBLY, 3""(76.","EA ","1","$188.10","$188.10","","","","","","",""
"571","571-01-00S16","RIDING LINE ASSEMBLY S16 SHALL","EA ","1","$727.04","$727.04","","","","","","",""
"571","571-01-00S18","RIDING-LINE CLEAT, 20"" THREE H","EA ","1","$935.92","$935.92","","","","","","",""
"571","571-01-00S19","JIGGER TACKLE ASSEMBLY, IAW NA","EA ","1","$1,073.83","$1,073.83","","","","","","",""
"571","571-01-00S20","JIGGER PADEYE & LINK ASSEMBLY ","EA ","1","$2,880.77","$2,880.77","","","","","","",""
"571","571-01-00S21","JIGGER TACKLE CLEAT, 12"" THREE","EA ","1","$1,000.97","$1,000.97","","","","","","",""
"571","571-01-00S22","INHAUL FAIRLEAD PADEYE ASSEMBL","EA ","1","$816.27","$816.27","","","","","","",""
"571","571-01-00S24","RIDING LINE ASSEMBLY, 4""(101.6","EA ","1","$228.15","$228.15","","","","","","",""
