"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort"
"4008","API  341667","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","429.07","11/09/2016","429.07","            ",""
"4008","API  341668","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","276.41","11/09/2016","276.41","            ",""
"4008","API  341669","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","541.63","11/09/2016","541.63","            ",""
"4008","API  341673","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","195.31","11/09/2016","195.31","            ",""
"4008","API  341802","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","129.52","11/15/2016","129.52","            ",""
"4008","API  341803","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","206.64","11/15/2016","206.64","            ",""
"4008","API  341804","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","169.94","11/15/2016","169.94","            ",""
"4008","API  341805","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","81.28","11/15/2016","81.28","            ",""
"4008","API  341806","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","161.28","11/15/2016","161.28","            ",""
"4008","API  341807","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","117.34","11/15/2016","117.34","            ",""
"4008","API  341808","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","312.72","11/15/2016","312.72","            ",""
"4008","API  341809","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","73.9","11/15/2016","73.9","            ",""
"4008","API  341810","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","162.7","11/15/2016","162.7","            ",""
"4008","API  341975","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","224.32","11/21/2016","224.32","            ",""
"4008","API  342021","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","62.54","11/22/2016","62.54","            ",""
"4008","API  342025","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","282.84","11/22/2016","282.84","            ",""
"4008","API  342026","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.58","11/22/2016","79.58","            ",""
"4008","API  342027","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","170.52","11/22/2016","170.52","            ",""
"4008","API  342028","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","62.54","11/22/2016","62.54","            ",""
"4008","API  342029","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","96.64","11/22/2016","96.64","            ",""
"4008","API  342365","2","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","159.16","11/28/2016","159.16","            ",""
"4008","AMI  153569","9","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","546.74","12/13/2016","546.74","            ",""
"4008","AMI  153700","12","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","1,374.19","12/22/2016","1,374.19","            ",""
"4008","AMI  153711","1","                ","                              ","      ","    ","SAVINO DEL B","            "," EA ","130","12/22/2016","130","            ",""
"4008","AMI  153760","6","                ","                              ","      ","    ","TRANS INTERN","            "," EA ","151.86","12/31/2016","151.86","            ",""
"4008","API  342613","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","154.97","12/05/2016","154.97","            ",""
